 NUM. Tp ...NombreB.. Id  # tg Plnt Nombre Gener.Area %per1 Ploa1 Pind1 PerF1 %per2 Ploa2 Pind2 PerF2 %per3 Ploa3 Pind3 PerF3 %per4 Ploa4 Pind4 PerF4 %per5 Ploa5 Pind5 PerF5 Icca
  145  0 Cartagena66  co                            1                                                                                                                            0
  146  0 Catama115    co                            5                                                                                                                            0
  147  0 Centro110    co                            1                                                                                                                            0
  148  0 Cueste500231 co                            1                                                                                                                            0
  149  0 Diamante115  co                            3                                                                                                                            0
  150  0 Diaco115     co                            4                                                                                                                            0
  151  0 DieselII115  co                            3                                                                                                                            0
  152  0 DonJuana115  co                            4                                                                                                                            0
  153  0 Dorada115    co  1  1 1080 H_RioNegro      3                                                                                                                            0
  153  0 Dorada115    co  2  1 1136 H_RioHondo      3                                                                                                                            0
  153  0 Dorada115    co  3  2 1074 TERMODORADA1    3                                                                                                                            0
  153  0 Dorada115    co  4  2 1076 TERMODORAGAS    3                                                                                                                            0
  153  0 Dorada115    co  5  1 1130 H_Paraiso       3                                                                                                                            0
  154  0 Dosquedas115 co                            3                                                                                                                            0
  155  0 Wimke76MW    co                            1                                                                                                                            0
  156  0 AutogEol13.8 co  1  2 3006 T_AutHormiga    4                                                                                                                            0
  156  0 AutogEol13.8 co  2  2 3019 T_CogCabanas    4                                                                                                                            0
  156  0 AutogEol13.8 co  3  2 3021 T_CogPapeles    4                                                                                                                            0
  157  0 Enea115      co                            3                                                                                                                            0
  158  0 Enea220      co                            3                                                                                                                            0
  159  0 Envigado110  co                            2                                                                                                                            0
  160  0 Envigado220  co                            2                                                                                                                            0
  161  0 Envigado44   co                            2                                                                                                                            0
  162  0 Esmeralda220 co                            3                                                                                                                            0
  163  0 Esmerasp13.8 co                            3                                                                                                                            0
  164  0 Estadio110   co                            1                                                                                                                            0
  165  0 Estambul115  co                            3                                                                                                                            0
  166  0 Estambul230  co                            3                                                                                                                            0
  167  0 Facataiva115 co                            5                                                                                                                            0
  168  0 FloridCOD115 co                            5                                                                                                                            0
  169  0 FloridSSA115 co                            4                                                                                                                            0
  170  0 Florencia115 co                            3                                                                                                                            0
  171  0 Flores220    co                            1                                                                                                                            0
  172  0 NtpFls1N23   co  1  2 1036 FLORES 1        1                                                                                                                            0
  172  0 NtpFls1N23   co  2  2 1038 FLORES1GN       1                                                                                                                            0
  172  0 NtpFls1N23   co  3  2 2047 FLORES4         1                                                                                                                            0
  172  0 NtpFls1N23   co  4  2 2049 FLORES4GIM      1                                                                                                                            0
  173  0 Fontibon115  co                            5                                                                                                                            0
  174  0 Fundacion220 co                            1                                                                                                                            0
  175  0 GranSaana115 co                            5                                                                                                                            0
  176  0 Gaira110     co                            1                                                                                                                            0
  177  0 Guaca115     co                            5                                                                                                                            0
  178  0 Guaca220     co  1  1  310 LA GUACA        5                                                                                                                            0
  179  0 NtpGorVer17  co                            5                                                                                                                            0
  180  0 Gorgonola115 co                            5                                                                                                                            0
  181  0 Gorgonla57.5 co                            5                                                                                                                            0
  182  0 Guatapuri110 co                            1                                                                                                                            0
  183  0 Girardota110 co  1  1  522 C_LLERAS_R      2                                                                                                                            0
  184  0 Guatape110   co  1  1 1148 H_Nare          2                                                                                                                            0
  184  0 Guatape110   co  2  1 1157 H_Churimo       2                                                                                                                            0
  185  0 Guatape220   co  1  1  102 GUATAPE         2                                                                                                                            0
  186  0 Guateque115  co                            5                                                                                                                            0
  187  0 Guadalupe220 co  1  1  114 GUADALUPE 4     2                                                                                                                            0
  187  0 Guadalupe220 co  2  1 1067 H_Porce3Meno    2                                                                                                                            0
  187  0 Guadalupe220 co  3  1 1156 H_Minavieja     2                                                                                                                            0
  188  0 GuajiraI19MW co                            1                                                                                                                            0
  189  0 SVTerminal21 co                            1                                                                                                                            0
  190  0 Guarcama110  co  1  1 1115 H_Chorrerita    2                                                                                                                            0
  190  0 Guarcama110  co  2  1 1139 H_SantaInes     2                                                                                                                            0
  191  0 Piedecsta115 co                            4                                                                                                                            0
  192  0 Guavio115    co  1  1 1033 H_Guaviomeno    5                                                                                                                            0
  193  0 Guavio220    co  1  1  213 GUAVIO          5                                                                                                                            0
  194  0 Guayabal110  co                            2                                                                                                                            0
  195  0 Guayabal220  co                            2                                                                                                                            0
  196  0 Hispania110  co  1  1 1092 H_SantaRita     2                                                                                                                            0
  196  0 Hispania110  co  2  1 1147 H_Guaico        2                                                                                                                            0
  196  0 Hispania110  co  3  1 1149 H_LaJoya        2                                                                                                                            0
  197  0 Carriees1102 co                            2                                                                                                                            0
  198  0 Carriees1103 co                            2                                                                                                                            0
  199  0 Hidronre13.8 co  1  1 1122 H_Hidronare     2                                                                                                                            0
  200  0 Hermosa115   co                            3                                                                                                                            0
  201  0 Hermosa220   co                            3                                                                                                                            0
  202  0 Horizonte110 co                            2                                                                                                                            0
  203  0 Huila230     co                            3                                                                                                                            0
  204  0 Indumil115   co                            5                                                                                                                            0
  205  0 Industles110 co                            2                                                                                                                            0
  206  0 CogIncca13.8 co  1  2 3020 T_CogIncauca    3                                                                                                                            0
  207  0 NtpIndu7     co                            5                                                                                                                            0
  208  0 Panameana115 co                            3                                                                                                                            0
  209  0 Irra115      co  1  1 1020 H_Cauya         3                                                                                                                            0
  209  0 Irra115      co  2  1 1054 H_MorroAzul     3                                                                                                                            0
  209  0 Irra115      co  3  1 1159 H_Quinchia      3                                                                                                                            0
  210  0 Itagui110    co                            2                                                                                                                            0
  211  0 LaJagua110   co                            1                                                                                                                            0
  212  0 Jaguas220    co  1  1  103 JAGUAS          2                                                                                                                            0
  213  0 Jamondino220 co                            3                                                                                                                            0
  214  0 Jamondino115 co  1  1 1094 H_SFrancisPu    3                                                                                                                            0
  215  0 Jardinera115 co                            3                                                                                                                            0
  216  0 Jepirachi110 co                            1                                                                                                                            0
  217  0 SanJerimo110 co  1  1 1146 H_AurraSucia    2                                                                                                                            0
  218  0 Jamundi115   co                            3                                                                                                                            0
  219  0 Jenesano115  co                            4                                                                                                                            0
  220  0 NtpJoukT2    co                            1                                                                                                                            0
  221  0 Juanch220115 co                            3                                                                                                                            0
  222  0 Juanchito115 co                            3                                                                                                                            0
  223  0 Juanchito220 co                            3                                                                                                                            0
  224  0 LaCeja110    co  1  1 1018 H_Cascada       2                                                                                                                            0
  224  0 LaCeja110    co  2  1 1158 H_Chilsa        2                                                                                                                            0
  225  0 LasFlores110 co                            1                                                                                                                            0
  226  0 LaPaz220     co                            4                                                                                                                            0
  227  0 Ladera115    co                            3                                                                                                                            0
  228  0 SELagunas110 co                            2                                                                                                                            0
  229  0 Laguneta115  co  1  1  312 LAGUN-LIMON     5                                                                                                                            0
  230  0 Libertad110  co                            1                                                                                                                            0
  231  0 LasFloes34.5 co                            1                                                                                                                            0
  232  0 LaTasaera220 co  1  1  115 LA TASAJERA     2                                                                                                                            0
  233  0 Maicao110    co                            1                                                                                                                            0
  234  0 Mambita1151  co                            5                                                                                                                            0
  235  0 Mambita1152  co                            5                                                                                                                            0
  236  0 LaMarina66   co                            1                                                                                                                            0
  237  0 Manzanres115 co  1  1 1026 H_ElEden        3                                                                                                                            0
  237  0 Manzanres115 co  2  1 1088 H_SanJose       3                                                                                                                            0
  237  0 Manzanres115 co  3  1 1124 H_Montebonit    3                                                                                                                            0
  238  0 Membrillal66 co                            1                                                                                                                            0
  239  0 Mocoa115     co                            3                                                                                                                            0
  240  0 Heliconia220 co                            2                                                                                                                            0
  241  0 Heliconia500 co                            2                                                                                                                            0
  242  0 Melendez115  co                            3                                                                                                                            0
  243  0 Mesa220      co                            5                                                                                                                            0
  244  0 Magdalna34.5 co                            1                                                                                                                            0
  245  0 LaMiel220    co  1  1  504 MIEL I          3                                                                                                                            0
  246  0 Miraflres110 co                            2                                                                                                                            0
  247  0 Miraflres220 co                            2                                                                                                                            0
  248  0 Malena220    co  1  1 1016 H_Caracoli      2                                                                                                                            0
  249  0 MuñaII57.5   co                            5                                                                                                                            0
  250  0 Manzanres110 co                            1                                                                                                                            0
  251  0 NtpMoc21     co                            3                                                                                                                            0
  252  0 Mocoa13.8    co                            3                                                                                                                            0
  253  0 Monteria220  co                            1                                                                                                                            0
  254  0 Montevdeo115 co                            5                                                                                                                            0
  255  0 Morato115    co  1  1 1097 H_Suba          5                                                                                                                            0
  256  0 Mosquera115  co                            5                                                                                                                            0
  257  0 Mirolindo115 co  1  1  511 CUCUANA         3                                                                                                                            0
  257  0 Mirolindo115 co  2  1 1024 H_Currucucue    3                                                                                                                            0
  257  0 Mirolindo115 co  3  1 1105 H_VentanaA      3                                                                                                                            0
  257  0 Mirolindo115 co  4  1 1106 H_VentanaB      3                                                                                                                            0
  258  0 SanMateo220  co                            4                                                                                                                            0
  259  0 SanMatota220 co                            5                                                                                                                            0
  260  0 Muña3115     co                            5                                                                                                                            0
  261  0 Muiscas115   co                            4                                                                                                                            0
  262  0 Muña1115     co  1  1  314 CHARQUITO       5                                                                                                                            0
  263  0 Muzu115      co                            5                                                                                                                            0
  264  0 NvBarrlla110 co                            1                                                                                                                            0
  265  0 NvaColnia110 co                            1                                                                                                                            0
  266  0 NvaEspnza220 co                            5                                                                                                                            0
  267  0 NvaEspnza500 co                            5                                                                                                                            0
  268  0 NvaSanuan110 co                            1                                                                                                                            0
  269  0 NvaTolejo110 co                            1                                                                                                                            0
  270  0 FactsTna2221 co                            1                                                                                                                            0
  271  0 SV_Terinal22 co                            1                                                                                                                            0
  272  0 SV_Terinal12 co                            1                                                                                                                            0
  273  0 SV_Terinal23 co                            1                                                                                                                            0
  274  0 SV_Terminal3 co                            1                                                                                                                            0
  275  0 NvaCajrca115 co                            3                                                                                                                            0
  276  0 NvaMagena110 co                            1                                                                                                                            0
  277  0 Noroeste115  co                            5                                                                                                                            0
  278  0 Noroeste220  co                            5                                                                                                                            0
  279  0 NvaSRosa44   co                            2                                                                                                                            0
  280  0 NvaSRosa110  co                            2                                                                                                                            0
  281  0 Norte115     co                            5                                                                                                                            0
  282  0 Norte220     co                            5                                                                                                                            0
  283  0 Norte34.5    co                            5                                                                                                                            0
  284  0 Norte500     co                            5                                                                                                                            0
  285  0 Norte13.8T1  co                            5                                                                                                                            0
  286  0 Norte13.8T2  co                            5                                                                                                                            0
  287  0 NvaEsp11.4T2 co                            5                                                                                                                            0
  288  0 NvaEspnza115 co                            5                                                                                                                            0
  289  0 Oasis110     co                            1                                                                                                                            0
  290  0 Occidente115 co                            5                                                                                                                            0
  291  0 Occidente110 co                            2                                                                                                                            0
  292  0 Occidente220 co                            2                                                                                                                            0
  293  0 Ocaña220     co                            4                                                                                                                            0
  294  0 Ocoa1151     co                            5                                                                                                                            0
  295  0 Ocoa1152     co                            5                                                                                                                            0
  296  0 Oiba115      co  1  1 1125 H_Oibita        4                                                                                                                            0
  296  0 Oiba115      co  2  1 1141 H_SBartolome    4                                                                                                                            0
  297  0 Oriente110   co                            2                                                                                                                            0
  298  0 Oriente220   co                            2                                                                                                                            0
  299  0 Oriente46.6  co  1  1 1113 H_CascadaGra    2                                                                                                                            0
  300  0 Puertotan115 co                            5                                                                                                                            0
  301  0 Pacifico115  co                            3                                                                                                                            0
  302  0 Pacifico220  co                            3                                                                                                                            0
  303  0 Paez220      co                            3                                                                                                                            0
  304  0 Paipa115     co  1  2 1046 PAIPA 1         4                                                                                                                            0
  304  0 Paipa115     co  2  2 1047 PAIPA 2         4                                                                                                                            0
  304  0 Paipa115     co  3  2 1048 PAIPA 3         4                                                                                                                            0
  305  0 Paipa220     co  1  2 1093 PAIPA 4         4                                                                                                                            0
  306  0 Palos220     co                            4                                                                                                                            0
  307  0 Palos115     co                            4                                                                                                                            0
  308  0 LasPalmas115 co                            3                                                                                                                            0
  309  0 Panameana138 co                            3                                                                                                                            0
  310  0 Pance115     co  1  1 1006 H_Asnazu        3                                                                                                                            0
  310  0 Pance115     co  2  1 1061 H_Ovejas        3                                                                                                                            0
  310  0 Pance115     co  3  1 1134 H_Piendamo      3                                                                                                                            0
  311  0 Pance220     co                            3                                                                                                                            0
  312  0 TPapeles115  co                            3                                                                                                                            0
  313  0 Paraiso220   co  1  1  309 PARAISO         5                                                                                                                            0
  314  0 Pasto115     co  1  1 1040 H_JulioBravo    3                                                                                                                            0
  314  0 Pasto115     co  2  1 1114 H_Cauquillo     3                                                                                                                            0
  314  0 Pasto115     co  3  1 1118 H_Dovio         3                                                                                                                            0
  315  0 Pasacas113.8 co                            1                                                                                                                            0
  316  0 Pasacas213.8 co                            1                                                                                                                            0
  317  0 Pasacalos110 co                            1                                                                                                                            0
  318  0 Pasacalos220 co                            1                                                                                                                            0
  319  0 LaPaz115     co                            5                                                                                                                            0
  320  0 PBlancas110  co                            2                                                                                                                            0
  321  0 PapelCuca115 co                            3                                                                                                                            0
  322  0 Peldar115    co                            5                                                                                                                            0
  323  0 Perales115   co                            3                                                                                                                            0
  324  0 Picaleña115  co                            3                                                                                                                            0
  325  0 SantaBara115 co  1  1 1057 H_Nima          3                                                                                                                            0
  325  0 SantaBara115 co  2  2 3024 T_CoManuelit    3                                                                                                                            0
  326  0 Pailon115    co                            3                                                                                                                            0
  327  0 Palenque220  co                            4                                                                                                                            0
  328  0 Playas110    co                            2                                                                                                                            0
  329  0 Playas220    co  1  1  104 PLAYAS          2                                                                                                                            0
  330  0 Playas44     co                            2                                                                                                                            0
  331  0 Palermo110   co                            1                                                                                                                            0
  332  0 Palmas13.8   co  1  1 1045 H_LasPalmas     4                                                                                                                            0
  333  0 Poblado110   co  1  1 1014 H_CampestreE    2                                                                                                                            0
  334  0 Popayan115   co  1  1 1029 H_Florida       3                                                                                                                            0
  334  0 Popayan115   co  2  1 1065 H_PaticoCab     3                                                                                                                            0
  334  0 Popayan115   co  3  1 1131 H_Patico        3                                                                                                                            0
  335  0 Porce110     co  1  1 1002 H_Alejandria    2                                                                                                                            0
  335  0 Porce110     co  2  1 1015 H_Cantayus      2                                                                                                                            0
  335  0 Porce110     co  3  1 1019 H_CascadaAnt    2                                                                                                                            0
  335  0 Porce110     co  4  1 1044 H_LaRebusca     2                                                                                                                            0
  335  0 Porce110     co  5  1 1093 H_Santiago      2                                                                                                                            0
  335  0 Porce110     co  6  1 1107 H_Violetas      2                                                                                                                            0
  335  0 Porce110     co  7  1 1154 H_Hidrolimon    2                                                                                                                            0
  335  0 Porce110     co  8  1 1155 H_AlejandrII    2                                                                                                                            0
  336  0 Porce220     co  1  1  505 PORCE II        2                                                                                                                            0
  337  0 Porvenir115  co                            5                                                                                                                            0
  338  0 Portugal115  co                            5                                                                                                                            0
  339  0 Principal115 co                            4                                                                                                                            0
  340  0 Palenque34.5 co                            4                                                                                                                            0
  341  0 PalenqT113.8 co                            4                                                                                                                            0
  342  0 PalenqT413.8 co                            4                                                                                                                            0
  343  0 PalenqT613.8 co                            4                                                                                                                            0
  344  0 Peralonso115 co  1  1 1031 H_Guacaica      3                                                                                                                            0
  344  0 Peralonso115 co  2  1 1123 H_LaFlorida     3                                                                                                                            0
  345  0 Proelerica66 co  1  2 2009 PROELECTRIC1    1                                                                                                                            0
  345  0 Proelerica66 co  2  2 2012 PROELECTRIC2    1                                                                                                                            0
  346  0 Palmaseca115 co                            3                                                                                                                            0
  347  0 PTAR244      co                            2                                                                                                                            0
  348  0 PTAR13.2     co  1  2 3013 T_Bello         2                                                                                                                            0
  349  0 PtoNare110   co  1  1 1166 H_AutCemNare    2                                                                                                                            0
  350  0 Quibdo115    co                            2                                                                                                                            0
  351  0 RCordoba220  co                            1                                                                                                                            0
  352  0 RioFrio115   co                            4                                                                                                                            0
  353  0 RioClaro110  co                            2                                                                                                                            0
  354  0 Regivit115   co  1  1 1010 H_Bayona        3                                                                                                                            0
  354  0 Regivit115   co  2  1 1013 H_CampestreC    3                                                                                                                            0
  354  0 Regivit115   co  3  1 1102 H_Union         3                                                                                                                            0
  355  0 Reforma220   co                            5                                                                                                                            0
