#BOR.   #BDE.NN  .RESIS.REACT Nombre						(MW)	 (Num) I C ....1 ....2 ....3 ....4 ....5 iflh Prob(%) Cmon S RPK2 PRTC ..phsmin ..phsmax
  225     172    .03074.19835 LasFl-Fls1N1                 9999.       187 0 0                                  0      0.    0 0                 0.       0.
  579     584    1.74667.2438 sAuMa-sBuga                  9999.       248 0 0                                  0      0.    0 0                 0.       0.
  601     579    .935083.7042 sDviz-sAuMa1                 9999.       550 0 0                                  0      0.    0 0                 0.       0.
  584      66    1.54136.3926 sBuga-Bosqd                  9999.       247 0 0                                  0      0.    0 0                 0.       0.
  289     385    .11823.48699 Oasis-Silen                  9999.       133 0 0                                  0      0.    0 0                 0.       0.
   66     531    2.606310.624 Bosqd-Prosp                  9999.      1363 0 0                                  0      0.    0 0                 0.       0.
  601     385    .760334.7025 sDviz-Silen2                 9999.       555 0 0                                  0      0.    0 0                 0.       0.
  427     469    .216251.3893 Tebsa-Union                  9999.       171 0 0                                  0      0.    0 0                 0.       0.
  359     362     6.20334.808 ElRio-Rioma                  9999.       202 0 1                                  0      0.    0 0                 0.       0.
  231     362    2.15427.0456 LasFl-Rioma1                 9999.       197 0 0                                  0      0.    0 0                 0.       0.
  231     362    2.15427.0456 LasFl-Rioma2                 9999.       198 0 0                                  0      0.    0 0                 0.       0.
  244     468    1.973510.563 Magda-Union                  9999.       246 0 0                                  0      0.    0 0                 0.       0.
  362     386    3.4208 18.31 Rioma-Silen1                 9999.       203 0 0                                  0      0.    0 0                 0.       0.
  362     386    3.4208 18.31 Rioma-Silen2                 9999.       204 0 0                                  0      0.    0 0                 0.       0.
  503     264    .661663.7513 Atlan-NvBar                  9999.       741 0 0                                  0      0.    0 0                 0.       0.
  137     171    0.38572.5041 Carac-Flore                 342.95       548 0 0                                  0      0.    0 0                 0.       0.
  137      85    .363612.2893 Carac-Terin2                342.95       553 0 0                                  0      0.    0 0                 0.       0.
  601     579    .638684.0664 sDviz-sAuMa2                 9999.       549 0 0                                  0      0.    0 0                 0.       0.
  276     469    .08149.21168 NvaMa-Union                  9999.       753 0 0                                  0      0.    0 0                 0.       0.
  358     276    .24202.62868 ElRio-NvaMa                  9999.       838 0 0                                  0      0.    0 0                 0.       0.
  601     132    1.39775.5368 sDviz-Cordi                  9999.       889 0 0                                  0      0.    0 0                 0.       0.
  498     171    .14852.22716 Culan-Flore                 344.66       835 0 0                                  0      0.    0 0                 0.       0.
  498     428    0.1343.20526 Culan-Tebsa                 344.66       839 0 0                                  0      0.    0 0                 0.       0.
  359     468    4.102321.958 ElRio-Union                  9999.       240 0 0                                  0      0.    0 0                 0.       0.
  535     536    .227782.4428 Romos-Saban1                1948.6       923 0 0                                  0      0.    0 0                 0.       0.
  535     536    .171812.4127 Romos-Saban2                1851.1       924 0 0                                  0      0.    0 0                 0.       0.
  611     620    3.703513.606 sIntI-sPric1                 9999.        55 0 0                                  0      0.    0 0                 0.       0.
  620     507    7.4503 21.73 sPric-SBuvi                  9999.       209 0 0                                  0      0.    0 0                 0.       0.
  611     620    3.790613.926 sIntI-sPric2                 9999.       463 0 0                                  0      0.    0 0                 0.       0.
    1     595    .242213.1644 Cerro-sCimi                 1948.6       925 0 0                                  0      0.    0 0                 0.       0.
   24       1    .10983 1.435 Antio-Cerro1                1870.6       479 0 0                                  0      0.    0 0                 0.       0.
   24       1    0.10981.4341 Antio-Cerro2                1870.6       478 0 0                                  0      0.    0 0                 0.       0.
  178     243    0.04330.4672 Guaca-Mesa21                401.56       637 0 0                                  0      0.    0 0                 0.       0.
  178     243    0.04330.4672 Guaca-Mesa22                401.56       638 0 0                                  0      0.    0 0                 0.       0.
  112     193    .828938.9963 Circo-Guavi1                344.19       507 0 0                                  0      0.    0 0                 0.       0.
  112     193    .830689.0467 Circo-Guavi2                344.19        70 0 0                                  0      0.    0 0                 0.       0.
   36     456    .197981.5777 Bacat-Torca1                533.86       380 0 0                                  0      0.    0 0                 0.       0.
   36     456    .196681.5674 Bacat-Torca2                533.86       381 0 0                                  0      0.    0 0                 0.       0.
  278     529    1.10679.7246 Noroe-Porto1                347.78       759 0 0                                  0      0.    0 0                 0.       0.
  278     529    1.10579.7161 Noroe-Porto2                347.78       760 0 0                                  0      0.    0 0                 0.       0.
  103     456    1.030510.628 Chivo-Torca1                344.19       504 0 0                                  0      0.    0 0                 0.       0.
  103     456    1.028610.609 Chivo-Torca2                344.19       505 0 0                                  0      0.    0 0                 0.       0.
  103     193    .244252.3365 Chivo-Guavi1                366.06       499 0 0                                  0      0.    0 0                 0.       0.
  103     193    .244782.3417 Chivo-Guavi2                366.06       500 0 0                                  0      0.    0 0                 0.       0.
   36     278    .05384.41643 Bacat-Noroe1                533.86       372 0 0                                  0      0.    0 0                 0.       0.
   36     278    .05621.43473 Bacat-Noroe2                533.86       373 0 0                                  0      0.    0 0                 0.       0.
   39     243    .282952.8523 Balsi-Mesa2                 376.82       383 0 0                                  0      0.    0 0                 0.       0.
   39     278    .150491.4423 Balsi-Noroe                 394.39       384 0 0                                  0      0.    0 0                 0.       0.
  112     467    .272822.9513 Circo-Tunal                 344.19       509 0 0                                  0      0.    0 0                 0.       0.
  259     467    .137241.4846 SanMa-Tunal                 344.19       735 0 0                                  0      0.    0 0                 0.       0.
  178     313    .07024.75784 Guaca-Parai1                344.19       639 0 0                                  0      0.    0 0                 0.       0.
  178     313    .07043.75983 Guaca-Parai2                344.19       640 0 0                                  0      0.    0 0                 0.       0.
  243     278    .420894.1566 Mesa2-Noroe                 358.53       712 0 0                                  0      0.    0 0                 0.       0.
  266     259    .267282.8911 NvaEs-SanMa                 344.19       745 0 0                                  0      0.    0 0                 0.       0.
  103     379    1.189111.622 Chivo-Socha1                344.19       501 0 0                                  0      0.    0 0                 0.       0.
  103     379    1.189111.622 Chivo-Socha2                344.19       502 0 0                                  0      0.    0 0                 0.       0.
  193     456    .563258.0948 Guavi-Torca1                448.17       671 0 0                                  0      0.    0 0                 0.       0.
  193     456    .562848.0889 Guavi-Torca2                448.17         7 0 0                                  0      0.    0 0                 0.       0.
   27     455    .360951.7604 Aranj-Torca                  9999.       211 0 0                                  0      0.    0 0                 0.       0.
   27     473    .382361.8658 Aranj-Usaqu                  9999.       212 0 0                                  0      0.    0 0                 0.       0.
   32      88     0.314 1.513 Autop-Caste                  9999.        14 0 0                                  0      0.    0 0                 0.       0.
   32     415     0.487 2.348 Autop-Suba1                  9999.        15 0 0                                  0      0.    0 0                 0.       0.
   32     455     0.638 3.081 Autop-Torca1                 9999.        16 0 0                                  0      0.    0 0                 0.       0.
   32     455     0.635 3.062 Autop-Torca2                 9999.        17 0 0                                  0      0.    0 0                 0.       0.
  628     106     1.1357.3964 sTenj-Chia1                  9999.       371 0 0                                  0      0.    0 0                 0.       0.
  628     410    2.100412.386 sTenj-ElSol                  9999.       378 0 0                                  0      0.    0 0                 0.       0.
  628     373    1.53839.5618 sTenj-Salit                  9999.       377 0 0                                  0      0.    0 0                 0.       0.
  628     415    .917477.1392 sTenj-Suba1                  9999.       379 0 0                                  0      0.    0 0                 0.       0.
  628     168    1.15078.5744 sTenj-Flori                  9999.       272 0 0                                  0      0.    0 0                 0.       0.
  168     429    .220051.7695 Flori-Tibab                  9999.       273 0 0                                  0      0.    0 0                 0.       0.
   38     125     1.755  8.66 Balsi-Coleg                  9999.        23 0 0                                  0      0.    0 0                 0.       0.
   38     173    1.29556.4113 Balsi-Fonti1                 9999.        24 0 0                                  0      0.    0 0                 0.       0.
   38     256    .345111.7087 Balsi-Mosqu                  9999.        25 0 0                                  0      0.    0 0                 0.       0.
   61     277    .821163.1744 Boliv-Noroe                  9999.       169 0 0                                  0      0.    0 0                 0.       0.
   61     429    .258111.2559 Boliv-Tibab                  9999.        38 0 0                                  0      0.    0 0                 0.       0.
   63     288    1.13665.5497 Bosa1-NvaEs                  9999.       775 0 0                                  0      0.    0 0                 0.       0.
  229     288    .606532.9949 Lagun-NvaEs                  9999.       776 0 0                                  0      0.    0 0                 0.       0.
   63     135    .619032.9294 Bosa1-Compa                  9999.       434 0 0                                  0      0.    0 0                 0.       0.
   63     466    .447822.2013 Bosa1-Tunal                  9999.        39 0 0                                  0      0.    0 0                 0.       0.
   74      88    .555672.7357 Calle-Caste                  9999.        46 0 0                                  0      0.    0 0                 0.       0.
   74     136    .253281.1926 Calle-Carre                  9999.        45 0 0                                  0      0.    0 0                 0.       0.
   75     111    .704093.3885 Calle-Circo                  9999.        44 0 0                                  0      0.    0 0                 0.       0.
   75     319    .740223.4858 Calle-LaPaz                  9999.       264 0 0                                  0      0.    0 0                 0.       0.
   88     373    .445162.0982 Caste-Salit                  9999.       263 0 0                                  0      0.    0 0                 0.       0.
   88     455    .943724.5525 Caste-Torca                  9999.        50 0 0                                  0      0.    0 0                 0.       0.
  106     126    1.5338  7.55 Chia1-Diaco                  9999.       491 0 0                                  0      0.    0 0                 0.       0.
  104     125     2.53912.568 Chica-Coleg                  9999.       256 0 0                                  0      0.    0 0                 0.       0.
  104     373     1.0455.1674 Chica-Salit                  9999.       257 0 0                                  0      0.    0 0                 0.       0.
  111     127    .09456.46589 Circo-Conco1                 9999.        65 0 0                                  0      0.    0 0                 0.       0.
  111     127    .09527.46743 Circo-Conco2                 9999.        66 0 0                                  0      0.    0 0                 0.       0.
  111     127    .10982.53732 Circo-Conco3                 9999.        67 0 0                                  0      0.    0 0                 0.       0.
  111     474    .877574.4028 Circo-Usme1                  9999.       510 0 0                                  0      0.    0 0                 0.       0.
  111     482    .635413.1259 Circo-Victo                  9999.        69 0 0                                  0      0.    0 0                 0.       0.
  125     177    .327221.7241 Coleg-Guaca1                 9999.       170 0 0                                  0      0.    0 0                 0.       0.
  125     229     0.846 4.174 Coleg-Lagun                  9999.        71 0 0                                  0      0.    0 0                 0.       0.
  125     474    2.9503 14.53 Coleg-Usme1                  9999.        72 0 0                                  0      0.    0 0                 0.       0.
  127     136    .288551.4109 Conco-Carre                  9999.        48 0 0                                  0      0.    0 0                 0.       0.
  126     425    .12372.61256 Diaco-Termo                  9999.       575 0 0                                  0      0.    0 0                 0.       0.
  410     442    1.19375.8785 ElSol-Tenjo                  9999.        84 0 0                                  0      0.    0 0                 0.       0.
  410     425    0.4943 2.446 ElSol-Termo1                 9999.        85 0 0                                  0      0.    0 0                 0.       0.
  410     425     0.502 2.424 ElSol-Termo2                 9999.       182 0 0                                  0      0.    0 0                 0.       0.
  410     490    1.09063.0863 ElSol-Zipaq                  9999.       887 0 0                                  0      0.    0 0                 0.       0.
  173     373     0.491 2.414 Fonti-Salit                  9999.        92 0 0                                  0      0.    0 0                 0.       0.
   38     173    1.26596.1525 Balsi-Fonti2                 9999.       382 0 0                                  0      0.    0 0                 0.       0.
  114     455    .887664.5657 Caler-Torca                  9999.       113 0 0                                  0      0.    0 0                 0.       0.
  114     473    1.25236.2054 Caler-Usaqu                  9999.        68 0 0                                  0      0.    0 0                 0.       0.
  319     373    .274841.3275 LaPaz-Salit                  9999.       111 0 0                                  0      0.    0 0                 0.       0.
  319     479    .447522.2008 LaPaz-Ver1T                  9999.       112 0 0                                  0      0.    0 0                 0.       0.
  229     388      0.25  1.23 Lagun-Salto                  9999.       114 0 0                                  0      0.    0 0                 0.       0.
  466     479    .578552.8581 Tunal-Ver1T                  9999.       903 0 0                                  0      0.    0 0                 0.       0.
  255     373    .428452.1051 Morat-Salit                  9999.       730 0 0                                  0      0.    0 0                 0.       0.
  255     415     0.685 3.368 Morat-Suba1                  9999.       731 0 0                                  0      0.    0 0                 0.       0.
  255     473    .38344 1.871 Morat-Usaqu                  9999.       126 0 0                                  0      0.    0 0                 0.       0.
  263     405    .19672.95751 Muzu1-SnCar                  9999.       129 0 0                                  0      0.    0 0                 0.       0.
  263     466     0.287 1.383 Muzu1-Tunal1                 9999.       130 0 0                                  0      0.    0 0                 0.       0.
  263     479    .222281.0855 Muzu1-Ver1T                  9999.       131 0 0                                  0      0.    0 0                 0.       0.
  263     466    .282661.3621 Muzu1-Tunal2                 9999.       740 0 0                                  0      0.    0 0                 0.       0.
  262     405    1.67228.3842 Mu a1-SnCar                  9999.       266 0 0                                  0      0.    0 0                 0.       0.
  262     260    0.16360.7898 Mu a1-Mu a3                  9999.       127 0 0                                  0      0.    0 0                 0.       0.
  260     388    .620793.1039 Mu a3-Salto                  9999.       128 0 0                                  0      0.    0 0                 0.       0.
  277     442    1.15425.5735 Noroe-Tenjo                  9999.       132 0 0                                  0      0.    0 0                 0.       0.
  277     338    .748343.5942 Noroe-Portu                  9999.       758 0 0                                  0      0.    0 0                 0.       0.
  429     338    .354331.7018 Tibab-Portu                  9999.       821 0 0                                  0      0.    0 0                 0.       0.
  322     457     0.313 0.868 Pelda-TPeld                  9999.       808 0 0                                  0      0.    0 0                 0.       0.
  405     482     0.274 1.406 SnCar-Victo1                 9999.       869 0 0                                  0      0.    0 0                 0.       0.
  405     482    .348931.7905 SnCar-Victo2                 9999.       870 0 0                                  0      0.    0 0                 0.       0.
  519     425    1.38976.9396 SHgra-Termo                  9999.       872 0 0                                  0      0.    0 0                 0.       0.
  597     566    3.488710.204 sCond-Ssue1                  9999.       874 0 0                                  0      0.    0 0                 0.       0.
  277     256    .924014.5345 Noroe-Mosqu                  9999.       755 0 0                                  0      0.    0 0                 0.       0.
  457     566     3.93810.896 TPeld-Ssue1                  9999.       901 0 0                                  0      0.    0 0                 0.       0.
  457     490    1.10933.1386 TPeld-Zipaq                  9999.       178 0 0                                  0      0.    0 0                 0.       0.
  319     288    1.63848.1413 LaPaz-NvaEs                  9999.       778 0 0                                  0      0.    0 0                 0.       0.
   81     482     1.7418.9399 Caque-Victo                  9999.        47 0 0                                  0      0.    0 0                 0.       0.
  181     400     0.901 4.133 Gorgo-SanFa1                 9999.      1353 0 0                                  0      0.    0 0                 0.       0.
  181     179    .00851.04153 Gorgo-GorVe                  9999.       278 0 0                                  0      0.    0 0                 0.       0.
  179     480    .823613.9879 GorVe-Verag                  9999.       277 0 0                                  0      0.    0 0                 0.       0.
  375     400    3.087814.896 Salit-SanFa1                 9999.      1364 0 0                                  0      0.    0 0                 0.       0.
  249     207    4.689310.032 Mu aI-Indu7                  9999.       890 0 0                                  0      0.    0 0                 0.       0.
